"nctid","field","term","domain","omopConceptID","snomedConceptID","conceptName","match_socre","CTgovText","start_date","completion_date","enrollment","bucket","bucketConceptName"
"NCT00086658","condition_field","Hypereosinophilia","Condition","4081994","278484009","Tropical pulmonary eosinophilia","0.8563199043273926","Hypereosinophilia","March 23, 2004","May 1, 2006","86","Pulmonary/Respiratory Diseases || Infections and Infectious Diseases || Immunology || Hematology","Respiratory finding || Infectious disease || Disorder of immune function || Disorder of cellular component of blood"
"NCT00086658","condition_field","Hypereosinophilic Syndrome","Condition","40571991","393573009","Hypereosinophilic syndrome","1.0","Hypereosinophilic Syndrome","March 23, 2004","May 1, 2006","86","Oncology","Neoplastic disease"
"NCT00090103","condition_field","Prostatic Hyperplasia","Condition","197032","433234005","Hyperplasia of prostate","1.0","Prostatic Hyperplasia","November 2003","April 2009","4844","Urology","Male genitalia finding"
"NCT00090194","condition_field","Chronic Kidney Failure","Condition","198185","90688005","Chronic renal failure","1.0","Chronic Kidney Failure","June 2003","March 2004","56","Nephrology || Urology","Kidney finding || Urinary system finding"
"NCT00094172","condition_field","Multiple Sclerosis","Condition","374919","24700007","Multiple sclerosis","0.9991388320922852","Multiple Sclerosis","May 2005","May 2009","82","Immunology || Miscellanea || Neurology","Disorder of immune function || Degenerative disorder || Disorder of nervous system"
"NCT00097370","condition_field","Hypereosinophilic Syndrome","Condition","40571991","393573009","Hypereosinophilic syndrome","1.0","Hypereosinophilic Syndrome","September 30, 2004","September 29, 2010","78","Oncology","Neoplastic disease"
"NCT00102765","condition_field","Asthma","Condition","317009","195967001","Asthma","1.0","Asthma","November 2004","April 2007","479","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00102882","condition_field","Asthma","Condition","317009","195967001","Asthma","1.0","Asthma","October 2004","January 2007","547","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00103454","condition_field","Perennial Allergic Rhinitis","Condition","40486433","446096008","Perennial allergic rhinitis","0.995634138584137","Perennial Allergic Rhinitis","January 2005","May 2005","288","Otolaryngology || Pulmonary/Respiratory Diseases || Immunology","Ear, nose and throat finding || Respiratory finding || Disorder of immune function"
"NCT00103922","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","November 2004","January 2007","600","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00104299","condition_field","Vasculitis","Condition","4137275","31996006","Vasculitis","1.0","Vasculitis","January 2005","January 2010","197","Rheumatology || Cardiology/Vascular Diseases","Vasculitis || Cardiovascular finding"
"NCT00104299","condition_field","Wegener's Granulomatosis","Condition","313223","195353004","Granulomatosis with polyangiitis","1.0","Wegener's Granulomatosis","January 2005","January 2010","197","Rheumatology || Cardiology/Vascular Diseases","Vasculitis || Cardiovascular finding"
"NCT00104299","condition_field","Microscopic Polyangiitis","Condition","44808422","1144805008","Microscopic polyangiitis","0.9989956021308899","Microscopic Polyangiitis","January 2005","January 2010","197","Immunology || Rheumatology || Cardiology/Vascular Diseases","Disorder of immune function || Autoimmune disease || Vasculitis || Cardiovascular finding"
"NCT00104416","condition_field","Tonic-Clonic Epilepsy","Condition","4232071","352818000","Tonic-clonic epilepsy","0.9756601452827454","Tonic-Clonic Epilepsy","December 2004","July 2008","153","Neurology","Disorder of nervous system || Neurological finding"
"NCT00107757","condition_field","Perennial Allergic Rhinitis","Condition","40486433","446096008","Perennial allergic rhinitis","0.995634138584137","Perennial Allergic Rhinitis","March 2005","November 2005","576","Otolaryngology || Pulmonary/Respiratory Diseases || Immunology","Ear, nose and throat finding || Respiratory finding || Disorder of immune function"
"NCT00108082","condition_field","Left Ventricular Hypertrophy","Condition","4184746","55827005","Left ventricular hypertrophy","0.9939193725585938","Left Ventricular Hypertrophy","January 2005","August 2008","287","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00108914","condition_field","Perennial Allergic Rhinitis","Condition","40486433","446096008","Perennial allergic rhinitis","0.995634138584137","Perennial Allergic Rhinitis","February 2005","November 2005","558","Otolaryngology || Pulmonary/Respiratory Diseases || Immunology","Ear, nose and throat finding || Respiratory finding || Disorder of immune function"
"NCT00109486","condition_field","Perennial and Seasonal Allergic Rhinitis","Condition","40486433","446096008","Perennial allergic rhinitis","0.8846705555915833","Perennial and Seasonal Allergic Rhinitis","April 2005","November 2005","56","Otolaryngology || Pulmonary/Respiratory Diseases || Immunology","Ear, nose and throat finding || Respiratory finding || Disorder of immune function"
"NCT00111800","condition_field","Type 2 Diabetes Mellitus","Condition","201826","44054006","Type 2 diabetes mellitus","1.0","Type 2 Diabetes Mellitus","April 28, 2005","July 21, 2006","375","Metabolism and Nutrition || Endocrinology","Metabolic disease || Disorder of endocrine system"
"NCT00115492","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","December 2004","June 2007","797","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00115622","condition_field","Hayfever","Condition","40478941","444316004","Seasonal allergy","1.0","Hayfever","December 2004","January 2005","304","",""
"NCT00115622","condition_field","Seasonal Allergic Rhinitis","Condition","4280726","367498001","Seasonal allergic rhinitis","0.9997063875198364","Seasonal Allergic Rhinitis","December 2004","January 2005","304","Otolaryngology || Pulmonary/Respiratory Diseases || Immunology","Ear, nose and throat finding || Respiratory finding || Disorder of immune function"
"NCT00115622","condition_field","Seasonal Allergic Rhinitis","Condition","4280726","367498001","Seasonal allergic rhinitis","0.9997063875198364","Seasonal Allergic Rhinitis","December 2004","January 2005","304","Otolaryngology || Pulmonary/Respiratory Diseases || Immunology","Ear, nose and throat finding || Respiratory finding || Disorder of immune function"
"NCT00116818","condition_field","Perennial Allergic Rhinitis","Condition","40486433","446096008","Perennial allergic rhinitis","0.995634138584137","Perennial Allergic Rhinitis","January 2005","May 2005","90","Otolaryngology || Pulmonary/Respiratory Diseases || Immunology","Ear, nose and throat finding || Respiratory finding || Disorder of immune function"
"NCT00116831","condition_field","Atherosclerosis","Condition","318443","72092001","Arteriosclerotic vascular disease","0.9541172981262207","Atherosclerosis","January 2005","August 2008","672","Miscellanea || Cardiology/Vascular Diseases","Degenerative disorder || Cardiovascular finding"
"NCT00116844","condition_field","Herpesviridae Infections","Condition","435463","23513009","Herpesvirus infection","1.0","Herpesviridae Infections","March 29, 2005","January 10, 2006","73","Infections and Infectious Diseases","Infectious disease"
"NCT00116883","condition_field","Perennial Allergic Rhinitis","Condition","40486433","446096008","Perennial allergic rhinitis","0.995634138584137","Perennial Allergic Rhinitis","February 2005","July 2005","90","Otolaryngology || Pulmonary/Respiratory Diseases || Immunology","Ear, nose and throat finding || Respiratory finding || Disorder of immune function"
"NCT00117325","condition_field","Vasomotor Rhinitis","Condition","4305500","8229003","Vasomotor rhinitis","1.0","Vasomotor Rhinitis","July 11, 2005","February 9, 2006","352","Otolaryngology || Pulmonary/Respiratory Diseases","Ear, nose and throat finding || Respiratory finding"
"NCT00118690","condition_field","Bronchospasm","Condition","256717","4386001","Bronchospasm","1.0","Bronchospasm","December 2003","December 2005","227","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00118690","condition_field","Activity/Exercise Induced Bronchospasm","Condition","45768908","707440005","Exercise induced bronchospasm","0.7652919888496399","Activity/Exercise Induced Bronchospasm","December 2003","December 2005","227","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00118703","condition_field","Vasomotor Rhinitis","Condition","4305500","8229003","Vasomotor rhinitis","1.0","Vasomotor Rhinitis","July 1, 2005","February 9, 2006","350","Otolaryngology || Pulmonary/Respiratory Diseases","Ear, nose and throat finding || Respiratory finding"
"NCT00118703","condition_field","Vasomotor Rhinitis","Condition","4305500","8229003","Vasomotor rhinitis","1.0","Vasomotor Rhinitis","July 1, 2005","February 9, 2006","350","Otolaryngology || Pulmonary/Respiratory Diseases","Ear, nose and throat finding || Respiratory finding"
"NCT00118716","condition_field","Bronchospasm","Condition","256717","4386001","Bronchospasm","1.0","Bronchospasm","December 23, 2003","April 23, 2006","248","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00118716","condition_field","Activity/Exercise Induced Bronchospasm","Condition","45768908","707440005","Exercise induced bronchospasm","0.7652919888496399","Activity/Exercise Induced Bronchospasm","December 23, 2003","April 23, 2006","248","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00118729","condition_field","Seasonal Allergic Rhinitis","Condition","4280726","367498001","Seasonal allergic rhinitis","0.9997063875198364","Seasonal Allergic Rhinitis","April 2005","August 2005","380","Otolaryngology || Pulmonary/Respiratory Diseases || Immunology","Ear, nose and throat finding || Respiratory finding || Disorder of immune function"
"NCT00119067","condition_field","Healthy","Condition","4009883","102509001","Well adolescent","0.6275889277458191","Healthy","May 2002","February 2010","1560","Healthy","Healthy"
"NCT00119743","condition_field","Hepatitis A","Condition","4223947","40468003","Viral hepatitis, type A","0.9973036646842957","Hepatitis A","October 2000","June 2004","5000","Infections and Infectious Diseases || Hepatology || Gastroenterology","Infectious disease || Liver finding || Digestive system finding"
"NCT00120848","condition_field","Papillomavirus Infections","Condition","441788","240532009","Human papilloma virus infection","1.0","Papillomavirus Infections","November 2003","July 2007","776","Infections and Infectious Diseases","Infectious disease"
"NCT00122681","condition_field","Papillomavirus Infections","Condition","441788","240532009","Human papilloma virus infection","1.0","Papillomavirus Infections","May 6, 2004","November 26, 2009","18729","Infections and Infectious Diseases","Infectious disease"
"NCT00123903","condition_field","Congestive and Microalbuminuria Heart Failure","Condition","319835","42343007","Congestive heart failure","0.6760127544403076","Congestive and Microalbuminuria Heart Failure","July 2005","May 2006","1220","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00126945","condition_field","Meningococcal Infections","Condition","436621","23511006","Meningococcal infectious disease","0.9945331811904907","Meningococcal Infections","August 2005","October 2005","125","Infections and Infectious Diseases","Infectious disease"
"NCT00126984","condition_field","Meningococcal Infections","Condition","436621","23511006","Meningococcal infectious disease","0.9945331811904907","Meningococcal Infections","July 2005","February 2008","508","Infections and Infectious Diseases","Infectious disease"
"NCT00126997","condition_field","Mumps","Condition","4290000","36989005","Mumps","1.0","Mumps","May 2005","November 2005","1439","Infections and Infectious Diseases","Infectious disease"
"NCT00126997","condition_field","Rubella","Condition","4273323","36653000","Rubella","1.0","Rubella","May 2005","November 2005","1439","Infections and Infectious Diseases","Infectious disease"
"NCT00126997","condition_field","Measles","Condition","4030555","14189004","Measles","1.0","Measles","May 2005","November 2005","1439","Infections and Infectious Diseases","Infectious disease"
"NCT00126997","condition_field","Varicella","Condition","434272","38907003","Varicella","1.0","Varicella","May 2005","November 2005","1439","Infections and Infectious Diseases","Infectious disease"
"NCT00127010","condition_field","Measles","Condition","4030555","14189004","Measles","1.0","Measles","November 2005","June 2006","","Infections and Infectious Diseases","Infectious disease"
"NCT00127010","condition_field","Rubella","Condition","4273323","36653000","Rubella","1.0","Rubella","November 2005","June 2006","","Infections and Infectious Diseases","Infectious disease"
"NCT00127010","condition_field","Mumps","Condition","4290000","36989005","Mumps","1.0","Mumps","November 2005","June 2006","","Infections and Infectious Diseases","Infectious disease"
"NCT00127010","condition_field","Varicella","Condition","434272","38907003","Varicella","1.0","Varicella","November 2005","June 2006","","Infections and Infectious Diseases","Infectious disease"
"NCT00127023","condition_field","Mumps","Condition","4290000","36989005","Mumps","1.0","Mumps","May 2005","November 2005","944","Infections and Infectious Diseases","Infectious disease"
"NCT00127023","condition_field","Varicella","Condition","434272","38907003","Varicella","1.0","Varicella","May 2005","November 2005","944","Infections and Infectious Diseases","Infectious disease"
"NCT00127023","condition_field","Rubella","Condition","4273323","36653000","Rubella","1.0","Rubella","May 2005","November 2005","944","Infections and Infectious Diseases","Infectious disease"
"NCT00127023","condition_field","Measles","Condition","4030555","14189004","Measles","1.0","Measles","May 2005","November 2005","944","Infections and Infectious Diseases","Infectious disease"
"NCT00127855","condition_field","Haemophilus Influenzae Type b","Condition","46273753","709410003","Haemophilus influenzae type b infection","0.8911173343658447","Haemophilus Influenzae Type b","March 1, 2003","February 12, 2004","409","Infections and Infectious Diseases","Infectious disease"
"NCT00127855","condition_field","Neisseria Meningitidis","Condition","37208075","17872004","Neisseria meningitidis not isolated","0.8087881207466125","Neisseria Meningitidis","March 1, 2003","February 12, 2004","409","",""
"NCT00129116","condition_field","Haemophilus Influenzae Type b","Condition","46273753","709410003","Haemophilus influenzae type b infection","0.8911173343658447","Haemophilus Influenzae Type b","March 1, 2003","December 16, 2003","388","Infections and Infectious Diseases","Infectious disease"
"NCT00129116","condition_field","Neisseria Meningitidis","Condition","37208075","17872004","Neisseria meningitidis not isolated","0.8087881207466125","Neisseria Meningitidis","March 1, 2003","December 16, 2003","388","",""
"NCT00129129","condition_field","Haemophilus Influenzae Type b","Condition","46273753","709410003","Haemophilus influenzae type b infection","0.8911173343658447","Haemophilus Influenzae Type b","August 1, 2004","March 29, 2006","756","Infections and Infectious Diseases","Infectious disease"
"NCT00129129","condition_field","Neisseria Meningitidis","Condition","37208075","17872004","Neisseria meningitidis not isolated","0.8087881207466125","Neisseria Meningitidis","August 1, 2004","March 29, 2006","756","",""
"NCT00129259","condition_field","Type 1 Diabetes Mellitus","Condition","201254","46635009","Type 1 diabetes mellitus","1.0","Type 1 Diabetes Mellitus","September 2005","March 2011","83","Metabolism and Nutrition || Endocrinology","Metabolic disease || Disorder of endocrine system"
"NCT00133848","condition_field","Impetigo","Condition","140480","48277006","Impetigo","1.0","Impetigo","April 2005","January 2006","210","Infections and Infectious Diseases || Dermatology","Infectious disease || Skin finding"
"NCT00133874","condition_field","Bacterial Skin Infections","Condition","4029803","128936008","Bacterial infection of skin","0.866727352142334","Bacterial Skin Infections","April 2005","September 2005","520","Infections and Infectious Diseases || Dermatology","Infectious disease || Skin finding"
"NCT00134719","condition_field","Neisseria Meningitidis","Condition","37208075","17872004","Neisseria meningitidis not isolated","0.8087881207466125","Neisseria Meningitidis","April 11, 2005","February 21, 2007","1104","",""
"NCT00134719","condition_field","Haemophilus Influenzae Type b","Condition","46273753","709410003","Haemophilus influenzae type b infection","0.8911173343658447","Haemophilus Influenzae Type b","April 11, 2005","February 21, 2007","1104","Infections and Infectious Diseases","Infectious disease"
"NCT00134732","condition_field","Rotavirus Infections","Condition","4087290","18624000","Disease due to Rotavirus","1.0","Rotavirus Infections","July 2005","May 2006","150","Infections and Infectious Diseases","Infectious disease"
"NCT00135486","condition_field","Meningococcal Infections","Condition","436621","23511006","Meningococcal infectious disease","0.9945331811904907","Meningococcal Infections","March 2002","January 2003","500","Infections and Infectious Diseases","Infectious disease"
"NCT00135564","condition_field","Meningococcal Infections","Condition","436621","23511006","Meningococcal infectious disease","0.9945331811904907","Meningococcal Infections","January 2003","July 2003","500","Infections and Infectious Diseases","Infectious disease"
"NCT00136604","condition_field","Whole Cell Pertussis","Condition","257778","27836007","Pertussis","0.7164642214775085","Whole Cell Pertussis","January 22, 2006","April 23, 2006","617","Pulmonary/Respiratory Diseases || Infections and Infectious Diseases","Respiratory finding || Infectious disease"
"NCT00136604","condition_field","Haemophilus Influenzae Type b","Condition","46273753","709410003","Haemophilus influenzae type b infection","0.8911173343658447","Haemophilus Influenzae Type b","January 22, 2006","April 23, 2006","617","Infections and Infectious Diseases","Infectious disease"
"NCT00136604","condition_field","Hepatitis B","Condition","4281232","66071002","Type B viral hepatitis","0.9972655177116394","Hepatitis B","January 22, 2006","April 23, 2006","617","Infections and Infectious Diseases || Hepatology || Gastroenterology","Infectious disease || Liver finding || Digestive system finding"
"NCT00136604","condition_field","Diphtheria","Condition","4265179","397430003","Diphtheria due to Corynebacterium diphtheriae","1.0","Diphtheria","January 22, 2006","April 23, 2006","617","Infections and Infectious Diseases","Infectious disease"
"NCT00136604","condition_field","Tetanus","Condition","435740","76902006","Tetanus","1.0","Tetanus","January 22, 2006","April 23, 2006","617","Infections and Infectious Diseases || Neurology","Infectious disease || Disorder of nervous system"
"NCT00136604","condition_field","Diphtheria-Tetanus-Pertussis-Hepatitis B-Haemophilus Influenzae Type b-Neisseria Meningitidis Vaccin","Condition","437538","192643004","Haemophilus meningitis","0.5958255529403687","Diphtheria-Tetanus-Pertussis-Hepatitis B-Haemophilus Influenzae Type b-Neisseria Meningitidis Vaccin","January 22, 2006","April 23, 2006","617","Infections and Infectious Diseases || Neurology","Infectious disease || Disorder of nervous system"
"NCT00137930","condition_field","Rotavirus Infections","Condition","4087290","18624000","Disease due to Rotavirus","1.0","Rotavirus Infections","August 2005","November 2005","250","Infections and Infectious Diseases","Infectious disease"
"NCT00139334","condition_field","Rotavirus Infections","Condition","4087290","18624000","Disease due to Rotavirus","1.0","Rotavirus Infections","June 2005","January 2006","300","Infections and Infectious Diseases","Infectious disease"
"NCT00139815","condition_field","Thromboembolism","Condition","4159647","371039008","Thromboembolic disorder","0.9597369432449341","Thromboembolism","April 2003","December 2005","20078","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00140673","condition_field","Rotavirus Infections","Condition","4087290","18624000","Disease due to Rotavirus","1.0","Rotavirus Infections","August 5, 2003","October 20, 2005","63227","Infections and Infectious Diseases","Infectious disease"
"NCT00140686","condition_field","Rotavirus Infections","Condition","4087290","18624000","Disease due to Rotavirus","1.0","Rotavirus Infections","September 2004","August 2006","3994","Infections and Infectious Diseases","Infectious disease"
"NCT00140712","condition_field","Restless Legs Syndrome","Condition","73754","32914008","Restless legs","0.994560182094574","Restless Legs Syndrome","June 10, 2005","February 28, 2008","9","Sleep","Finding related to sleep"
"NCT00140738","condition_field","Breast Neoplasms","Condition","81251","126926005","Neoplasm of breast","0.996946394443512","Breast Neoplasms","March 10, 2005","September 29, 2009","3","Oncology","Neoplastic disease"
"NCT00144846","condition_field","Asthma","Condition","317009","195967001","Asthma","1.0","Asthma","September 2004","February 2006","80","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00144872","condition_field","Absence Seizure","Condition","4194232","79631006","Absence seizure","0.9971228837966919","Absence Seizure","November 1, 2004","April 22, 2006","54","Neurology","Disorder of nervous system || Neurological finding"
"NCT00144911","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","October 2004","December 2006","740","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00148915","condition_field","Osteoporosis","Condition","80502","64859006","Osteoporosis","0.9922537207603455","Osteoporosis","August 2005","August 2007","98","Orthopedics","Musculoskeletal finding"
"NCT00148941","condition_field","Tetanus","Condition","435740","76902006","Tetanus","1.0","Tetanus","January 6, 2005","December 4, 2006","4209","Infections and Infectious Diseases || Neurology","Infectious disease || Disorder of nervous system"
"NCT00148941","condition_field","Acellular Pertussis","Condition","257778","27836007","Pertussis","0.697033703327179","Acellular Pertussis","January 6, 2005","December 4, 2006","4209","Pulmonary/Respiratory Diseases || Infections and Infectious Diseases","Respiratory finding || Infectious disease"
"NCT00148941","condition_field","Diphtheria","Condition","4265179","397430003","Diphtheria due to Corynebacterium diphtheriae","1.0","Diphtheria","January 6, 2005","December 4, 2006","4209","Infections and Infectious Diseases","Infectious disease"
"NCT00158756","condition_field","Hepatitis B","Condition","4281232","66071002","Type B viral hepatitis","0.9972655177116394","Hepatitis B","September 12, 2005","November 23, 2006","308","Infections and Infectious Diseases || Hepatology || Gastroenterology","Infectious disease || Liver finding || Digestive system finding"
"NCT00158860","condition_field","Herpes Genitalis","Condition","74855","33839006","Genital herpes simplex","1.0","Herpes Genitalis","June 21, 2004","July 26, 2006","384","Infections and Infectious Diseases","Infectious disease"
"NCT00169442","condition_field","Whole Cell Pertussis","Condition","257778","27836007","Pertussis","0.7164642214775085","Whole Cell Pertussis","February 10, 2005","March 10, 2006","745","Pulmonary/Respiratory Diseases || Infections and Infectious Diseases","Respiratory finding || Infectious disease"
"NCT00169442","condition_field","Diphtheria","Condition","4265179","397430003","Diphtheria due to Corynebacterium diphtheriae","1.0","Diphtheria","February 10, 2005","March 10, 2006","745","Infections and Infectious Diseases","Infectious disease"
"NCT00169442","condition_field","Hepatitis B","Condition","4281232","66071002","Type B viral hepatitis","0.9972655177116394","Hepatitis B","February 10, 2005","March 10, 2006","745","Infections and Infectious Diseases || Hepatology || Gastroenterology","Infectious disease || Liver finding || Digestive system finding"
"NCT00169442","condition_field","Tetanus","Condition","435740","76902006","Tetanus","1.0","Tetanus","February 10, 2005","March 10, 2006","745","Infections and Infectious Diseases || Neurology","Infectious disease || Disorder of nervous system"
"NCT00169442","condition_field","Haemophilus Influenzae Type b","Condition","46273753","709410003","Haemophilus influenzae type b infection","0.8911173343658447","Haemophilus Influenzae Type b","February 10, 2005","March 10, 2006","745","Infections and Infectious Diseases","Infectious disease"
"NCT00169481","condition_field","Streptococcal Infections","Condition","437779","85769006","Streptococcal infectious disease","0.9947545528411865","Streptococcal Infections","October 2004","May 2005","689","Infections and Infectious Diseases","Infectious disease"
"NCT00169494","condition_field","Papillomavirus Infections","Condition","441788","240532009","Human papilloma virus infection","1.0","Papillomavirus Infections","September 2004","July 2005","770","Infections and Infectious Diseases","Infectious disease"
"NCT00169546","condition_field","Asthma","Condition","317009","195967001","Asthma","1.0","Asthma","January 2003","December 2005","64","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00183248","condition_field","Kidney Transplantation","Condition","42539502","737295003","Transplanted kidney present","0.8816602230072021","Kidney Transplantation","September 2004","November 2009","9","Nephrology || Urology || Miscellanea","Kidney finding || Urinary system finding || Transplant present"
"NCT00183248","condition_field","Kidney Disease","Condition","198124","90708001","Kidney disease","0.996691107749939","Kidney Disease","September 2004","November 2009","9","Nephrology || Urology","Kidney finding || Urinary system finding"
"NCT00183248","condition_field","Kidney Failure","Condition","4030518","236423003","Renal impairment","1.0","Kidney Failure","September 2004","November 2009","9","Nephrology || Urology","Kidney finding || Urinary system finding"
"NCT00196924","condition_field","Papillomavirus Infections","Condition","441788","240532009","Human papilloma virus infection","1.0","Papillomavirus Infections","June 2004","March 2006","2067","Infections and Infectious Diseases","Infectious disease"
"NCT00196937","condition_field","Papillomavirus Infections","Condition","441788","240532009","Human papilloma virus infection","1.0","Papillomavirus Infections","October 7, 2004","December 15, 2005","667","Infections and Infectious Diseases","Infectious disease"
"NCT00196950","condition_field","Meningococcal Infections","Condition","436621","23511006","Meningococcal infectious disease","0.9945331811904907","Meningococcal Infections","September 2003","October 2003","50","Infections and Infectious Diseases","Infectious disease"
"NCT00196963","condition_field","Meningococcal Infections","Condition","436621","23511006","Meningococcal infectious disease","0.9945331811904907","Meningococcal Infections","March 2005","July 2005","125","Infections and Infectious Diseases","Infectious disease"
"NCT00196976","condition_field","Meningococcal Infections","Condition","436621","23511006","Meningococcal infectious disease","0.9945331811904907","Meningococcal Infections","March 24, 2005","March 3, 2006","461","Infections and Infectious Diseases","Infectious disease"
"NCT00196989","condition_field","Type 2 Diabetes Mellitus","Condition","201826","44054006","Type 2 diabetes mellitus","1.0","Type 2 Diabetes Mellitus","September 2005","April 2007","448","Metabolism and Nutrition || Endocrinology","Metabolic disease || Disorder of endocrine system"
"NCT00197002","condition_field","Hepatitis A","Condition","4223947","40468003","Viral hepatitis, type A","0.9973036646842957","Hepatitis A","September 11, 2003","January 16, 2006","521","Infections and Infectious Diseases || Hepatology || Gastroenterology","Infectious disease || Liver finding || Digestive system finding"
"NCT00197015","condition_field","Hepatitis A","Condition","4223947","40468003","Viral hepatitis, type A","0.9973036646842957","Hepatitis A","October 6, 2003","June 9, 2009","1474","Infections and Infectious Diseases || Hepatology || Gastroenterology","Infectious disease || Liver finding || Digestive system finding"
"NCT00197028","condition_field","Malaria","Condition","438067","61462000","Malaria","1.0","Malaria","August 23, 2005","December 27, 2007","214","Infections and Infectious Diseases","Infectious disease"
"NCT00197041","condition_field","Malaria","Condition","438067","61462000","Malaria","1.0","Malaria","July 2003","April 2005","2022","Infections and Infectious Diseases","Infectious disease"
"NCT00197080","condition_field","Restless Legs Syndrome","Condition","73754","32914008","Restless legs","0.994560182094574","Restless Legs Syndrome","June 2005","January 2006","380","Sleep","Finding related to sleep"
"NCT00197106","condition_field","Asthma","Condition","317009","195967001","Asthma","1.0","Asthma","June 2005","October 2008","176","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00197119","condition_field","Hepatitis B","Condition","4281232","66071002","Type B viral hepatitis","0.9972655177116394","Hepatitis B","May 2004","June 2004","244","Infections and Infectious Diseases || Hepatology || Gastroenterology","Infectious disease || Liver finding || Digestive system finding"
"NCT00197119","condition_field","Hepatitis A","Condition","4223947","40468003","Viral hepatitis, type A","0.9973036646842957","Hepatitis A","May 2004","June 2004","244","Infections and Infectious Diseases || Hepatology || Gastroenterology","Infectious disease || Liver finding || Digestive system finding"
"NCT00197132","condition_field","Insulin Resistance","Condition","35622016","763325000","Insulin resistance","0.9992100596427917","Insulin Resistance","October 2002","August 2003","18","Metabolism and Nutrition || Endocrinology","Metabolic disease || Disorder of endocrine system"
"NCT00197171","condition_field","Hepatitis B","Condition","4281232","66071002","Type B viral hepatitis","0.9972655177116394","Hepatitis B","September 2003","December 2003","143","Infections and Infectious Diseases || Hepatology || Gastroenterology","Infectious disease || Liver finding || Digestive system finding"
"NCT00197171","condition_field","Hepatitis A","Condition","4223947","40468003","Viral hepatitis, type A","0.9973036646842957","Hepatitis A","September 2003","December 2003","143","Infections and Infectious Diseases || Hepatology || Gastroenterology","Infectious disease || Liver finding || Digestive system finding"
"NCT00197184","condition_field","Hepatitis B","Condition","4281232","66071002","Type B viral hepatitis","0.9972655177116394","Hepatitis B","November 1, 2003","March 10, 2004","276","Infections and Infectious Diseases || Hepatology || Gastroenterology","Infectious disease || Liver finding || Digestive system finding"
"NCT00197184","condition_field","Hepatitis A","Condition","4223947","40468003","Viral hepatitis, type A","0.9973036646842957","Hepatitis A","November 1, 2003","March 10, 2004","276","Infections and Infectious Diseases || Hepatology || Gastroenterology","Infectious disease || Liver finding || Digestive system finding"
"NCT00197210","condition_field","Rotavirus Infections","Condition","4087290","18624000","Disease due to Rotavirus","1.0","Rotavirus Infections","December 2003","July 2007","10708","Infections and Infectious Diseases","Infectious disease"
"NCT00197223","condition_field","Influenza","Condition","4266367","6142004","Influenza","1.0","Influenza","September 2005","May 2006","6213","Pulmonary/Respiratory Diseases || Infections and Infectious Diseases","Respiratory finding || Infectious disease"
"NCT00197236","condition_field","Hepatitis A","Condition","4223947","40468003","Viral hepatitis, type A","0.9973036646842957","Hepatitis A","November 11, 2003","December 3, 2007","468","Infections and Infectious Diseases || Hepatology || Gastroenterology","Infectious disease || Liver finding || Digestive system finding"
"NCT00197249","condition_field","Hepatitis A","Condition","4223947","40468003","Viral hepatitis, type A","0.9973036646842957","Hepatitis A","May 2002","November 2005","1034","Infections and Infectious Diseases || Hepatology || Gastroenterology","Infectious disease || Liver finding || Digestive system finding"
"NCT00197262","condition_field","Seasonal Allergic Rhinitis","Condition","4280726","367498001","Seasonal allergic rhinitis","0.9997063875198364","Seasonal Allergic Rhinitis","August 2005","October 2005","288","Otolaryngology || Pulmonary/Respiratory Diseases || Immunology","Ear, nose and throat finding || Respiratory finding || Disorder of immune function"
"NCT00197275","condition_field","Tetanus","Condition","435740","76902006","Tetanus","1.0","Tetanus","February 2006","November 2006","800","Infections and Infectious Diseases || Neurology","Infectious disease || Disorder of nervous system"
"NCT00197275","condition_field","Hepatitis B","Condition","4281232","66071002","Type B viral hepatitis","0.9972655177116394","Hepatitis B","February 2006","November 2006","800","Infections and Infectious Diseases || Hepatology || Gastroenterology","Infectious disease || Liver finding || Digestive system finding"
